record_id|dt_of_event|product_id|markup_percent|is_charged|is_delivered|rarity|product_price
1206|07/22/18|4|0.36|No|1|1|31
1207|07/07/18|3|1.24|Yes|0|3|72
1208|07/16/18|4|1.24|Yes|0|1|31
1209|07/29/18|6|0.75|No|0|2|56
1210|07/13/18|5|0.36|No|0|3|29
1211|07/20/18|4|0.25|Yes|0|1|31
1212|07/28/18|2|0.25|No|1|2|52
1213|07/02/18|2|0.75|No|1|2|52
1214|07/12/18|2|0.75|Yes|0|2|52
1215|07/17/18|1|0.25|Yes|1|1|34
1216|07/04/18|1|1.24|No|0|1|34
1217|07/20/18|3|1.24|Yes|1|3|72
1218|07/09/18|2|0.36|Yes|0|2|52
1219|07/28/18|5|0.75|Yes|0|3|29
1220|07/03/18|2|0.25|No|0|2|52
1221|07/05/18|2|0.36|Yes|0|2|52
1222|07/22/18|1|1.24|Yes|0|1|34
1223|07/24/18|5|0.75|Yes|1|3|29
1224|07/24/18|4|0.75|Yes|1|1|31
1225|07/24/18|4|0.75|No|1|1|31
1226|07/22/18|5|1.24|Yes|0|3|29
1227|07/10/18|3|0.25|No|0|3|72
1228|07/08/18|5|1.24|Yes|0|3|29
1229|07/25/18|6|0.25|Yes|0|2|56
1230|07/17/18|5|1.24|Yes|0|3|29
1231|07/25/18|3|0.36|No|1|3|72
1232|07/25/18|4|0.25|Yes|0|1|31
1233|07/21/18|3|0.36|Yes|0|3|72
1234|07/03/18|4|0.25|No|0|1|31
1235|07/24/18|5|0.25|Yes|1|3|29
1236|07/07/18|5|0.75|Yes|0|3|29
1237|07/16/18|5|0.36|No|1|3|29
1238|07/29/18|3|0.25|No|0|3|72
1239|07/19/18|4|1.24|No|0|1|31
1240|07/19/18|5|0.25|Yes|0|3|29
1241|07/18/18|1|0.25|Yes|1|1|34
1242|07/27/18|5|0.25|Yes|1|3|29
1243|07/08/18|3|0.75|Yes|1|3|72
1244|07/30/18|4|0.75|Yes|1|1|31
1245|07/16/18|4|0.75|No|1|1|31
1246|07/22/18|4|0.36|Yes|0|1|31
1247|07/03/18|3|0.25|Yes|0|3|72
1248|07/09/18|2|1.24|No|1|2|52
1249|07/31/18|6|0.25|Yes|0|2|56
1250|07/06/18|3|1.24|Yes|0|3|72
1251|07/17/18|2|0.25|No|0|2|52
1252|07/06/18|6|0.75|Yes|0|2|56
1253|07/18/18|2|1.24|Yes|0|2|52
1254|07/23/18|1|0.36|Yes|1|1|34
1255|07/17/18|5|0.36|No|0|3|29
1256|07/24/18|6|1.24|No|0|2|56
1257|07/12/18|2|0.75|Yes|0|2|52
1258|07/28/18|3|0.75|Yes|1|3|72
1259|07/08/18|3|1.24|Yes|0|3|72
1260|07/25/18|4|0.75|Yes|1|1|31
1261|07/26/18|4|0.25|Yes|1|1|31
1262|07/31/18|2|0.75|No|1|2|52
1263|07/19/18|3|0.36|No|1|3|72
1264|07/25/18|4|0.75|Yes|1|1|31
1265|07/28/18|1|0.36|Yes|0|1|34
1266|07/07/18|6|0.75|Yes|0|2|56
1267|07/19/18|6|0.25|Yes|0|2|56
1268|07/22/18|2|0.75|No|0|2|52
1269|07/22/18|3|0.25|Yes|1|3|72
1270|07/21/18|4|0.75|No|1|1|31
1271|07/13/18|1|0.25|No|0|1|34
1272|07/03/18|4|1.24|Yes|1|1|31
1273|07/06/18|1|0.25|No|0|1|34
1274|07/21/18|6|0.75|Yes|0|2|56
1275|07/14/18|6|0.75|No|1|2|56
1276|07/23/18|3|1.24|Yes|1|3|72
1277|07/03/18|4|0.25|Yes|0|1|31
1278|07/06/18|1|1.24|Yes|0|1|34
1279|07/18/18|4|0.75|No|0|1|31
1280|07/25/18|2|0.36|No|0|2|52
1281|07/07/18|3|1.24|Yes|0|3|72
1282|07/19/18|4|0.36|Yes|1|1|31
1283|07/13/18|3|0.25|Yes|1|3|72
1284|07/01/18|2|1.24|Yes|0|2|52
1285|07/03/18|1|0.75|Yes|0|1|34
1286|07/13/18|1|0.25|No|1|1|34
1287|07/12/18|5|1.24|No|0|3|29
1288|07/18/18|6|0.25|No|0|2|56
1289|07/14/18|3|0.36|No|0|3|72
1290|07/14/18|1|0.25|Yes|1|1|34
1291|07/04/18|3|0.36|No|0|3|72
1292|07/05/18|4|0.36|Yes|0|1|31
1293|07/28/18|2|0.75|Yes|1|2|52
1294|07/09/18|2|0.75|Yes|1|2|52
1295|07/21/18|2|0.25|Yes|1|2|52
1296|07/24/18|4|0.36|Yes|0|1|31
1297|07/19/18|1|0.75|No|1|1|34
1298|07/02/18|1|1.24|No|1|1|34
1299|07/12/18|1|0.36|Yes|1|1|34
1300|07/17/18|1|1.24|No|1|1|34
1301|07/11/18|5|0.25|No|0|3|29
1302|07/10/18|3|0.25|No|1|3|72
1303|07/24/18|6|0.25|No|1|2|56
1304|07/20/18|5|0.75|No|0|3|29
1305|07/20/18|2|1.24|Yes|1|2|52
1306|07/25/18|2|0.25|No|1|2|52
1307|07/29/18|3|1.24|No|0|3|72
1308|07/02/18|3|0.25|Yes|0|3|72
1309|07/24/18|3|0.36|Yes|1|3|72
1310|07/07/18|3|0.25|No|0|3|72
1311|07/20/18|6|1.24|Yes|1|2|56
1312|07/20/18|3|0.75|No|0|3|72
1313|07/17/18|4|0.25|No|1|1|31
1314|07/30/18|4|1.24|Yes|0|1|31
1315|07/26/18|3|1.24|Yes|1|3|72
1316|07/11/18|6|0.75|Yes|1|2|56
1317|07/21/18|3|0.25|No|0|3|72
1318|07/21/18|5|0.25|No|1|3|29
1319|07/15/18|5|0.75|Yes|1|3|29
1320|07/25/18|4|0.25|Yes|0|1|31
1321|07/06/18|5|0.75|Yes|1|3|29
1322|07/11/18|2|0.36|Yes|0|2|52
1323|07/11/18|4|0.75|No|0|1|31
1324|07/06/18|6|0.75|Yes|0|2|56
1325|07/15/18|5|0.36|Yes|0|3|29
1326|07/16/18|4|1.24|No|1|1|31
1327|07/16/18|4|0.25|Yes|0|1|31
1328|07/28/18|3|1.24|Yes|0|3|72
1329|07/25/18|4|1.24|No|1|1|31
1330|07/02/18|5|1.24|No|1|3|29
1331|07/10/18|5|1.24|No|1|3|29
1332|07/19/18|6|1.24|No|0|2|56
1333|07/28/18|1|0.25|Yes|1|1|34
1334|07/26/18|1|1.24|Yes|1|1|34
1335|07/20/18|1|0.36|Yes|0|1|34
1336|07/21/18|5|0.36|Yes|0|3|29
1337|07/24/18|3|0.36|Yes|0|3|72
1338|07/15/18|1|1.24|No|0|1|34
1339|07/19/18|6|0.75|Yes|1|2|56
1340|07/29/18|6|1.24|No|0|2|56
1341|07/20/18|4|0.36|Yes|0|1|31
1342|07/11/18|3|0.25|No|1|3|72
1343|07/28/18|5|0.25|No|1|3|29
1344|07/31/18|1|0.25|Yes|0|1|34
1345|07/07/18|2|0.75|No|1|2|52
1346|07/30/18|5|0.25|Yes|0|3|29
1347|07/18/18|5|1.24|No|1|3|29
1348|07/31/18|1|1.24|No|1|1|34
1349|07/20/18|6|0.75|Yes|1|2|56
1350|07/04/18|4|0.25|Yes|1|1|31
1351|07/18/18|4|0.25|No|1|1|31
1352|07/28/18|2|0.75|Yes|0|2|52
1353|07/10/18|6|0.75|Yes|0|2|56
1354|07/14/18|6|1.24|Yes|0|2|56
1355|07/11/18|2|0.25|Yes|0|2|52
1356|07/04/18|2|0.36|No|1|2|52
1357|07/24/18|1|0.36|Yes|1|1|34
1358|07/05/18|1|0.36|Yes|0|1|34
1359|07/31/18|1|0.25|Yes|0|1|34
1360|07/15/18|4|0.36|Yes|0|1|31
1361|07/26/18|2|0.36|Yes|0|2|52
1362|07/01/18|5|1.24|No|0|3|29
1363|07/13/18|5|0.25|No|1|3|29
1364|07/12/18|4|1.24|No|0|1|31
1365|07/01/18|4|1.24|Yes|1|1|31
1366|07/29/18|5|1.24|No|1|3|29
1367|07/20/18|2|1.24|No|0|2|52
1368|07/10/18|6|1.24|No|0|2|56
1369|07/28/18|6|0.36|No|1|2|56
1370|07/24/18|1|0.75|No|1|1|34
1371|07/09/18|2|0.25|Yes|1|2|52
1372|07/29/18|1|0.36|Yes|0|1|34
1373|07/27/18|6|0.25|Yes|1|2|56
1374|07/23/18|3|0.36|Yes|1|3|72
1375|07/31/18|2|0.36|Yes|0|2|52
1376|07/04/18|5|0.75|Yes|1|3|29
1377|07/03/18|6|0.25|Yes|0|2|56
1378|07/02/18|2|0.75|Yes|0|2|52
1379|07/24/18|4|0.25|Yes|0|1|31
1380|07/06/18|3|0.25|No|1|3|72
1381|07/08/18|4|0.36|No|0|1|31
1382|07/05/18|5|0.75|Yes|1|3|29
1383|07/06/18|6|0.25|Yes|0|2|56
1384|07/14/18|4|0.36|Yes|1|1|31
1385|07/20/18|3|1.24|No|0|3|72
1386|07/31/18|3|0.36|Yes|0|3|72
1387|07/08/18|4|1.24|No|1|1|31
1388|07/11/18|5|0.36|Yes|1|3|29
1389|07/10/18|4|0.25|Yes|0|1|31
1390|07/22/18|4|1.24|No|0|1|31
1391|07/03/18|3|0.75|Yes|1|3|72
1392|07/14/18|4|1.24|No|0|1|31
1393|07/23/18|4|0.75|No|0|1|31
1394|07/22/18|3|1.24|Yes|1|3|72
1395|07/23/18|4|1.24|No|0|1|31
1396|07/08/18|3|1.24|Yes|0|3|72
1397|07/02/18|4|0.75|Yes|0|1|31
1398|07/14/18|6|0.36|No|0|2|56
1399|07/08/18|3|0.25|Yes|1|3|72
1400|07/28/18|2|0.75|No|1|2|52
1401|07/25/18|6|1.24|Yes|0|2|56
1402|07/03/18|5|0.36|Yes|1|3|29
1403|07/26/18|1|0.75|No|1|1|34
1404|07/10/18|5|0.75|Yes|0|3|29
1405|07/09/18|3|0.75|No|1|3|72
1406|07/08/18|5|0.25|Yes|0|3|29
1407|07/04/18|2|0.36|Yes|1|2|52
1408|07/26/18|6|0.25|Yes|0|2|56
1409|07/01/18|6|0.75|Yes|1|2|56
1410|07/22/18|3|0.25|Yes|0|3|72
1411|07/27/18|4|0.75|No|0|1|31
1412|07/22/18|2|0.36|Yes|0|2|52
1413|07/04/18|2|1.24|No|1|2|52
1414|07/26/18|6|0.25|Yes|1|2|56
1415|07/22/18|3|0.25|Yes|1|3|72
1416|07/15/18|1|0.25|Yes|1|1|34
1417|07/27/18|6|0.36|No|0|2|56
1418|07/30/18|4|0.25|No|1|1|31
1419|07/18/18|4|0.25|Yes|1|1|31
1420|07/16/18|2|1.24|Yes|1|2|52
1421|07/04/18|2|0.25|No|0|2|52
1422|07/12/18|5|1.24|No|0|3|29
1423|07/03/18|6|1.24|No|1|2|56
1424|07/13/18|1|1.24|No|0|1|34
1425|07/09/18|3|1.24|No|0|3|72
1426|07/24/18|5|0.25|No|0|3|29
1427|07/07/18|5|1.24|No|0|3|29
1428|07/20/18|5|1.24|No|1|3|29
1429|07/19/18|2|0.36|Yes|1|2|52
1430|07/27/18|1|1.24|No|0|1|34
1431|07/31/18|1|0.36|Yes|0|1|34
1432|07/02/18|3|0.25|No|1|3|72
1433|07/11/18|3|0.36|Yes|1|3|72
1434|07/28/18|4|0.75|No|1|1|31
1435|07/30/18|6|0.36|Yes|1|2|56
1436|07/08/18|5|0.25|No|0|3|29
1437|07/18/18|3|0.75|No|0|3|72
1438|07/14/18|5|1.24|No|1|3|29
1439|07/15/18|5|1.24|No|0|3|29
1440|07/10/18|1|1.24|No|1|1|34
1441|07/29/18|6|0.36|Yes|0|2|56
1442|07/13/18|1|0.36|No|1|1|34
1443|07/25/18|1|1.24|Yes|1|1|34
1444|07/06/18|5|1.24|No|1|3|29
1445|07/23/18|5|0.75|No|0|3|29
1446|07/27/18|2|0.25|Yes|0|2|52
1447|07/25/18|5|0.75|Yes|0|3|29
1448|07/03/18|2|1.24|No|1|2|52
1449|07/29/18|1|0.75|Yes|0|1|34
1450|07/25/18|3|0.25|Yes|1|3|72
1451|07/25/18|2|0.25|No|0|2|52
1452|07/20/18|2|0.36|Yes|1|2|52
1453|07/27/18|5|0.36|No|0|3|29
1454|07/16/18|5|0.36|Yes|1|3|29
1455|07/06/18|6|1.24|Yes|1|2|56
1456|07/15/18|6|0.75|No|1|2|56
1457|07/30/18|3|0.36|Yes|0|3|72
1458|07/28/18|4|0.36|Yes|0|1|31
1459|07/02/18|2|0.25|No|1|2|52
1460|07/05/18|4|0.75|Yes|0|1|31
1461|07/04/18|3|0.25|Yes|1|3|72
1462|07/11/18|3|1.24|No|1|3|72
1463|07/18/18|3|0.75|Yes|0|3|72
1464|07/27/18|4|1.24|Yes|0|1|31
1465|07/20/18|1|0.75|No|0|1|34
1466|07/02/18|4|0.25|Yes|1|1|31
1467|07/09/18|1|1.24|No|1|1|34
1468|07/12/18|2|0.25|Yes|0|2|52
1469|07/31/18|6|0.75|Yes|0|2|56
1470|07/04/18|5|0.25|No|1|3|29
1471|07/30/18|4|1.24|Yes|1|1|31
1472|07/01/18|1|0.25|No|0|1|34
1473|07/12/18|4|0.75|No|1|1|31
1474|07/28/18|5|1.24|Yes|1|3|29
1475|07/28/18|3|0.75|No|1|3|72
1476|07/04/18|3|1.24|No|1|3|72
1477|07/18/18|2|0.25|Yes|0|2|52
1478|07/01/18|1|0.36|Yes|0|1|34
1479|07/08/18|3|0.25|Yes|1|3|72
1480|07/11/18|3|0.25|No|1|3|72
1481|07/18/18|3|0.25|Yes|0|3|72
1482|07/17/18|6|1.24|Yes|0|2|56
1483|07/12/18|3|0.36|No|1|3|72
1484|07/22/18|6|0.75|No|0|2|56
1485|07/18/18|6|0.25|Yes|1|2|56
1486|07/31/18|4|0.25|Yes|0|1|31
1487|07/04/18|3|1.24|Yes|0|3|72
1488|07/05/18|3|0.75|Yes|1|3|72
1489|07/05/18|1|0.36|Yes|1|1|34
1490|07/08/18|1|0.75|Yes|1|1|34
1491|07/02/18|1|0.36|No|0|1|34
1492|07/01/18|3|0.25|No|0|3|72
1493|07/25/18|5|0.25|Yes|1|3|29
1494|07/16/18|1|0.36|Yes|0|1|34
1495|07/05/18|6|0.25|Yes|1|2|56
1496|07/19/18|2|0.75|No|0|2|52
1497|07/14/18|5|0.75|Yes|1|3|29
1498|07/05/18|4|1.24|No|0|1|31
1499|07/20/18|6|1.24|Yes|0|2|56
1500|07/13/18|5|0.36|Yes|1|3|29
