Table 1
State/Territory/Agency,District,School,City,Source Date,Source,Additional Info,Confirmed - Students,Confirmed - Staff,Confirmed - Undefined,Quarantined (Yes/No),Quarantine - Students,Quarantine - Staff,Quarantined - Undefined,Possible - Students,Possible - Staff,Possible - Undefined,Deaths - Students,Deaths - Staff
TEXAS,HUNTSVILLE ISD,SCOTT JOHNSON EL,HUNTSVILLE,09/02/20,https://www.itemonline.com/news/covid-update-five-huntsville-isd-staff-members-and-three-students-have-tested-positive/article_eab0c822-ecd7-11ea-8267-972d5978756a.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,1 staff member tested positive for COVID,,1,,,,,,,,,,
TEXAS,HUNTSVILLE ISD,Transportation Depot,HUNTSVILLE,09/02/20,https://www.itemonline.com/news/covid-update-five-huntsville-isd-staff-members-and-three-students-have-tested-positive/article_eab0c822-ecd7-11ea-8267-972d5978756a.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,2 staff members tested positive for COVID,,2,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,BEDFORD HEIGHTS EL,BEDFORD,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,BELL H S,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/7 - 9/13, 2020",,1,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,BELL H S,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,BELL MANOR EL,BEDFORD,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,BELLAIRE EL,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",3,3,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,Buinger CTE Academy,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,DONNA PARK,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 8/9 - 9/6, 2020",,1,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,HURST J H,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 8/9 - 9/6, 2020",,1,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,SOUTH EULESS EL,EULESS,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,1,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,Transition Center,HURST,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 8/9 - 9/6, 2020",,1,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,TRINITY H S,EULESS,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 8/9 - 9/6, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,TRINITY H S,EULESS,09/21/20,https://www.hebisd.edu/Page/1684,"HURST-EULESS-BEDFORD ISD district dashboard. Data for week of 9/14 - 9/20, 2020",1,,,,,,,,,,,
TEXAS,HURST-EULESS-BEDFORD ISD,,HURST,09/21/20,https://www.hebisd.edu/Page/1684,HURST-EULESS-BEDFORD ISD district dashboard. Data is updated weekly,,,,,,,,,,,,
TEXAS,INDUSTRIAL ISD,INDUSTRIAL J H,VANDERBILT,09/07/20,https://www.industrialisd.org/Domain/8,Visit district website for updated information: https://www.industrialisd.org/,2,,,,,,,,,,,
TEXAS,INGLESIDE ISD,INGLESIDE H S,INGLESIDE,08/15/20,https://www.inglesideisd.org/article/287872?org=ingleside-isd,2 varsity football players tested positive foe COVID-19,2,,,,,,,,,,,
TEXAS,INGLESIDE ISD,INGLESIDE H S,INGLESIDE,08/18/20,https://www.kiiitv.com/article/news/community/ingleside-independent-school-district-announces-to-students-parents-and-staff-that-two-student-athletes-tested-positive-for-covid-19/503-3aa1aff1-2977-49e8-b9ce-fb37be24f13c,3rd varsity football player tested positive for COVID-19. District suspended all football activities until an investigation is completed.,1,,,,,,,,,,,
TEXAS,IOWA PARK CISD,W F GEORGE MIDDLE,IOWA PARK,08/25/20,https://www.newschannel6now.com/2020/08/25/wfisd-confirms-first-case-covid-/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,JACKSBORO ISD,JACKSBORO H S,JACKSBORO,08/19/20,https://www.texomashomepage.com/news/local-news/two-jacksboro-isd-students-attend-first-day-despite-positive-covid-19-test/,1 student attened school after receiving a positive COVID test,1,,,,,,,,,,,
TEXAS,JACKSBORO ISD,JACKSBORO MIDDLE,JACKSBORO,08/19/20,https://www.texomashomepage.com/news/local-news/two-jacksboro-isd-students-attend-first-day-despite-positive-covid-19-test/,1 student attened school after receiving a positive COVID test,1,,,,,,,,,,,
TEXAS,JEFFERSON ISD,JEFFERSON H S,JEFFERSON,08/10/20,https://www.cbs19.tv/article/news/local/district-jefferson-high-school-student-tests-positive-for-covid-19-was-last-on-campus-aug-8/501-bdb0d40d-bf4b-4087-9154-11683f76eee9,1 student tested positive for COVID-19,1,,,,,,,,,,,
TEXAS,JIM NED CISD,,TUSCOLA,08/26/20,https://sanangelolive.com/news/health/2020-08-26/jim-ned-cisd-20-cases-confirmed-first-week-school,15 staff members and 5 students tested positive for COVID across most of the campuses. Most of the postive cases were in the elementary schools,5,15,,,,,,,,,,
TEXAS,JOAQUIN ISD,,JOAQUIN,08/07/20,https://www.easttexasmatters.com/news/top-stories/joaquin-isd-going-to-full-remote-learning-after-covid-19-exposure/,1 employee tested positive for COVID-19; district will go to full remote learning.,,1,,,,,,,,,,
TEXAS,KATY ISD,MORTON RANCH H S,KATY,09/05/20,https://www.click2houston.com/news/local/2020/09/05/morton-ranch-school-nurse-remembered-as-joyful-caretaker/?utm_source=facebook&utm_medium=social&utm_campaign=snd&utm_content=kprc2&fbclid=IwAR1kdyCg7mhQqqkkeu7eRiskHT2rjKEzYC4rfOi9S6ZimhgtfwE07kt-6vU,,,,,,,,,,,,,1
TEXAS,KATY ISD,,KATY,09/05/20,https://katyisd.maps.arcgis.com/apps/opsdashboard/index.html#/bab36f105b1e4b258f51d5559fa41402,Katy ISD district dashboard. Data is based on internally confirmed COVID-19 positive self-reporting information. Districtwide cases are cumulative cases tracked since August 19th 2020.,,,,,,,,,,,,
TEXAS,KEENE ISD,KEENE J H,KEENE,08/06/20,https://www.fox4news.com/news/staff-members-at-four-north-texas-school-districts-test-positive-for-covid-19,1 employee tested positive for COVID-19; district will go to full remote learning.,,1,,,,,,,,,,
TEXAS,KELLER ISD,BEAR CREEK INT,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,0,1,,,,,,,,,,
TEXAS,KELLER ISD,CAPROCK EL,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,0,,,,,,,,,,
TEXAS,KELLER ISD,CENTRAL H S,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,2,1,,,,,,,,,,
TEXAS,KELLER ISD,FOSSIL RIDGE H S,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,11,3,,,,,,,,,,
TEXAS,KELLER ISD,INDEPENDENCE EL,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,1,,,,,,,,,,
TEXAS,KELLER ISD,INDIAN SPRINGS MIDDLE,KELLER,08/31/20,"https://www.msn.com/en-us/news/us/entire-keller-5th-grade-class-in-quarantine-after-staff-tests-positive-for-covid-19/ar-BB18ynaZ?ocid=hplocalnews
www.dallasnews.com/news/education/2020/08/31/nearly-150-students-asked-to-quarantine-after-covid-19-cases-reported-in-keller-isd/%3foutputType=amp
https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30","3 employees tested positive for COVID. The entire 5th grade, students and staff, 145 people, is in quarantine.",,3,,Yes,145,5,,,,,,
TEXAS,KELLER ISD,INDIAN SPRINGS MIDDLE,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,3,3,,,,,,,,,,
TEXAS,KELLER ISD,KELLER CENTER FOR ADVANCED LEARNING (KCAL),KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,0,,,,,,,,,,
TEXAS,KELLER ISD,KELLER EARLY LEARNING CENTER - NORTH,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,0,1,,,,,,,,,,
TEXAS,KELLER ISD,KELLER EARLY LEARNING CENTER - SOUTH,FORT WORTH,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,1,,,,,,,,,,
TEXAS,KELLER ISD,KELLER H S,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,4,1,,,,,,,,,,
TEXAS,KELLER ISD,TIMBER CREEK H S,FORT WORTH,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,0,,,,,,,,,,
TEXAS,KELLER ISD,TRINITY MEADOWS INT,KELLER,09/16/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,District dashboard data current as of 9/16/2020,1,0,,,,,,,,,,
TEXAS,KELLER ISD,,KELLER,08/31/20,https://veoci.com/v/p/dashboard/uyn4axmq7p,"District dashboard. The records in the dsahboard reflect data from August 26, 2020 to Present. Totals are for reported in-person positive cases and any remote cases, if reported, will be shown separately.",,,,,,,,,,,,
TEXAS,KILGORE ISD,Administration,KILGORE,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILGORE ISD,KILGORE PRI,KILGORE,08/20/20,https://www.easttexasmatters.com/health/coronavirus/kilgore-isd-elementary-school-employee-tests-positive-for-covid-19-was-on-campus-wednesday/,1 staff member tested positive for COVID.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,BELLAIRE EL,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,1,,,,,,,,,,,
TEXAS,KILLEEN ISD,HAY BRANCH EL,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,KILLEEN H S,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,2,,,,,,,,,,,
TEXAS,KILLEEN ISD,LIVE OAK RIDGE MIDDLE,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,1,,,,,,,,,,,
TEXAS,KILLEEN ISD,PERSHING PARK EL,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,REECES CREEK EL,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,VENABLE VILLAGE EL,FORT HOOD,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,WEST WARD EL,KILLEEN,09/16/20,https://www.killeenisd.org/dashboard,Distriict dashboard. Incuded new COVID cases from 9/10/2020 - 9/17/2020.,,1,,,,,,,,,,
TEXAS,KILLEEN ISD,,KILLEEN,08/14/20,https://kdhnews.com/news/coronavirus/kisd-has-had-12-total-coronavirus-cases-since-aug-1/article_bb2b3f7c-de56-11ea-a309-ffe6d57a6f50.html,12 Employees tested positive for COVD-19,,12,,,,,,,,,,
TEXAS,KILLEEN ISD,,KILLEEN,09/09/20,https://www.killeenisd.org/dashboard,"District dashboard. The dashboard will reflect the number of confirmed COVID-19 cases in the schools, for employees and students. It will also monitor the seven-day total of new cases as part of the decision making tool for district leadership. The district began tracking employee COVID-19 data since March 16, 2020, and student data since August 17, 2020.",,,,,,,,,,,,
TEXAS,KLEIN ISD,BERNSHAUSEN EL,TOMBALL,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,1,,,,,,,,,,,
TEXAS,KLEIN ISD,DOERRE INT,KLEIN,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,1,,,,,,,,,,,
TEXAS,KLEIN ISD,EHRHARDT EL,KLEIN,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,,2,,,,,,,,,,
TEXAS,KLEIN ISD,EILAND EL,HOUSTON,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,1,,,,,,,,,,,
TEXAS,KLEIN ISD,KLEIN CAIN H S,KLEIN,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,1,,,,,,,,,,,
TEXAS,KLEIN ISD,KLEIN COLLINS H S,SPRING,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,,1,,,,,,,,,,
TEXAS,KLEIN ISD,KLEIN H S,KLEIN,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,2,,,,,,,,,,,
TEXAS,KLEIN ISD,KLEIN OAK H S,SPRING,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,2,,,,,,,,,,,
TEXAS,KLEIN ISD,KOHRVILLE EL,TOMBALL,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,,1,,,,,,,,,,
TEXAS,KLEIN ISD,SCHINDEWOLF INT,SPRING,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,,1,,,,,,,,,,
TEXAS,KLEIN ISD,STRACK INT,KLEIN,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,1,,,,,,,,,,,
TEXAS,KLEIN ISD,ZWINK EL,SPRING,09/21/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,Data from district dashboard. Current as of 9/21/20.,2,,,,,,,,,,,
TEXAS,KLEIN ISD,,KLEIN,09/18/20,https://datastudio.google.com/u/0/reporting/4158bcda-2db5-44ba-af71-469c40a6f282/page/2l4fB,"Klein ISD District Dashboard. Klein ISD provides this data for all families, staff, and community members as a summary of lab-positive COVID-19 cases among Klein On-Campus learners.",,,,,,,,,,,,
TEXAS,LA GRANGE ISD,HERMES/INTERMEDIATE SCHOOL,LA GRANGE,08/28/20,https://www.fayettecountyrecord.com/news-covid-19/la-grange-sixth-grader-tests-positive-covid-19,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS H S,LAKE DALLAS,08/10/20,https://dentonrc.com/sports/member-of-lake-dallas-cross-country-program-tests-positive-for-covid-19/article_c7766a65-4e05-5b47-9a93-740589941597.html,1 individual associatied with the cross country team tested positive for COVD-19,,,1,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS H S,LAKE DALLAS,08/12/20,https://drive.google.com/file/d/12lP7HFC3UTC36k_5EvPJp-JxGu2BQnp-/view,One individual was confirmed to have COVID-19 and was present at Lake Dallas High School Strength and Conditioning Program,,,1,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS H S,LAKE DALLAS,08/18/20,https://drive.google.com/file/d/1Z4Z4vQTYaWC5CAEV_YkRZQg3iFVP1M1S/view,One individual was confirmed to have COVID-19 and was present at Lake Dallas High School Strength and Conditioning Program,,,1,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS H S,LAKE DALLAS,09/22/20,https://pdfhost.io/v/00AsGzwTV_922_Notification_of_confirmed_COVID19_case_at_Lake_Dallas_High_Schoolpdf.pdf,Lake Dallas ISD was made aware today that an individual onthe Lake Dallas High School campus has tested positive for COVID-19.,,,1,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS MIDDLE,LAKE DALLAS,09/14/20,https://pdfhost.io/edit?doc=ee7118c0-12e3-4ef4-8826-734767581f9f,1 person tested positive for COVID.,,,1,,,,,,,,,
TEXAS,LAKE DALLAS ISD,LAKE DALLAS MIDDLE,LAKE DALLAS,09/28/20,https://pdfhost.io/v/WZXi8rm82_Lake_Dallas_ISD_Mail_Notification_of_confirmed_COVID19_cases_at_LDMSpdf.pdf,2 individuals on the Lake Dallas Middlec School camplus tested positive for COVID/,,,2,,,,,,,,,
TEXAS,LAKE TRAVIS ISD,LAKE TRAVIS EL,AUSTIN,09/11/20,https://www.ltisdschools.org/domain/1273,Lake Travis ISD dashboard. Data current as os 9/11/2020,1,0,,,,,,,,,,
TEXAS,LAKE TRAVIS ISD,LAKE TRAVIS H S,AUSTIN,09/10/20,"https://www.msn.com/en-us/news/us/one-tests-positive-for-coronavirus-at-lake-travis-high-school/ar-BB18Uq0F?ocid=uxbndlbing
https://www.statesman.com/news/20200910/first-coronavirus-cases-reported-at-three-austin-area-school-districts",1 person tested positive for COVID.,,,1,,,,,,,,,
TEXAS,LAKE TRAVIS ISD,WEST CYPRESS HILLS EL,AUSTIN,09/11/20,https://www.ltisdschools.org/domain/1273,Lake Travis ISD dashboard. Data current as os 9/11/2020,1,0,,,,,,,,,,
TEXAS,LAKE TRAVIS ISD,,AUSTIN,08/10/20,https://www.kvue.com/article/news/investigations/defenders/covid19-schools-central-texas-school-districts-defenders/269-bd6d983d-ec71-406e-bf8c-4288ef7f82ff,6 staff members tested positive for COVID as of 8/10/20.,,6,,,,,,,,,,
TEXAS,LAKE TRAVIS ISD,,AUSTIN,09/11/20,https://www.ltisdschools.org/domain/1273,Lake Travis ISD district dashboard,,,,,,,,,,,,
TEXAS,LAKE WORTH ISD,LAKE WORTH H S,LAKE WORTH,08/27/20,https://www.fox4news.com/news/lake-worth-high-school-reopens-after-coach-tested-positive-for-covid-19,1 coach tested positive for COVID,,1,,Yes,,,,,,,,
TEXAS,LAKE WORTH ISD,MARILYN MILLER EL,FORT WORTH,08/10/20,https://www.fox4news.com/news/lake-worth-isd-employee-tests-positive-for-covid-19,1employee tested positive for COVID-19. School was shut down for 1 day for a deep clean.,,1,,,,,,,,,,
TEXAS,LAMAR CISD,Administration,RICHMOND,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,3 staff members tested positive for COVID since 8/24/20,,3,,,,,,,,,,
TEXAS,LAMAR CISD,B F TERRY H S,ROSENBERG,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,BEASLEY EL,BEASLEY,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,DEAN LEAMAN J H SCHOOL,FULSHEAR,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,FOSTER H S,RICHMOND,08/14/20,https://www.click2houston.com/news/local/2020/08/15/parents-express-concern-after-staff-members-at-2-lamar-cisd-schools-test-positive-for-covid-19/,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,LAMAR CISD,FOSTER H S,RICHMOND,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,FROST EL,RICHMOND,08/14/20,https://www.click2houston.com/news/local/2020/08/15/parents-express-concern-after-staff-members-at-2-lamar-cisd-schools-test-positive-for-covid-19/,1 staff member tested positive for COVID-19,,1,,,,,,,,,,
TEXAS,LAMAR CISD,GEORGE J H,ROSENBERG,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,GEORGE J H,ROSENBERG,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 student tested positive for COVID since 8/24/20,1,,,,,,,,,,,
TEXAS,LAMAR CISD,GEORGE RANCH H S,RICHMOND,08/20/20,https://www.click2houston.com/news/local/2020/08/21/lamar-cisd-students-staff-test-positive-for-coronavirus-as-district-plans-to-reopen-schools/,2 students tested positive,2,,,,,,,,,,,
TEXAS,LAMAR CISD,J J WESSENDORFF MIDDLE,ROSENBERG,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 staff member and 1 student have tested positive for COVID since 8/24/20,1,1,,,,,,,,,,
TEXAS,LAMAR CISD,JOHN ARREDONDO EL,RICHMOND,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 staff member tested positive for COVID since 8/24/20,,1,,,,,,,,,,
TEXAS,LAMAR CISD,LAMAR J H,ROSENBERG,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 staff member tested positive for COVID since 8/24/20,,1,,,,,,,,,,
TEXAS,LAMAR CISD,MEYER EL,RICHMOND,08/11/20,https://theparisnews.com/free/article_ffe7f41e-d5a7-11ea-a8e7-3f7fbab2351b.html,3 saff members tested positice for COVID-19/,,3,,,,,,,,,,
TEXAS,LAMAR CISD,MEYER EL,RICHMOND,09/01/20,https://abc13.com/3-lamar-cisd-students-test-positive-for-covid-19-coronavirus-at-meyer-elementary-school-back-to-2020-and-schools/6399746/,3 students tested positive for COVID.,3,,,Yes,28,,,,,,,
TEXAS,LAMAR CISD,MEYER EL,RICHMOND,09/11/20,https://www.fbherald.com/news/lcisd-reports-17-cases-of-covid-19-needville-isd-reports-4-cases/article_cc1da2c4-6762-5ddd-9a1c-c2071017cab1.html,1 staff member and 3 students have tested positive for COVID since 8/24/20,3,1,,,,,,,,,,
TEXAS,LAMAR CISD,,RICHMOND,08/20/20,https://www.click2houston.com/news/local/2020/08/21/lamar-cisd-students-staff-test-positive-for-coronavirus-as-district-plans-to-reopen-schools/,65 employees in district have tested positive for COVID since August 10. 11 of those employees are in quarrantine.,,65,,Yes,,11,,,,,,
TEXAS,LEANDER ISD,MONTA JANE AKIN EL,LEANDER,08/19/20,https://www.kxan.com/news/education/leander-isd-employee-dies-of-complications-due-to-covid-19/,Child nutrition services employee died from complications of COVID. The employee had not been on campus since March.,,,,,,,,,,,,1
TEXAS,LEANDER ISD,,LEANDER,08/10/20,https://www.kvue.com/article/news/investigations/defenders/covid19-schools-central-texas-school-districts-defenders/269-bd6d983d-ec71-406e-bf8c-4288ef7f82ff,"34 staff members tested positive of COVID; of those,14 are custodians. 17 of the quarantined employees work in plant services; 15 work in the custodial department. AS of 8/10/20",,34,,Yes,,34,,,,,,
TEXAS,LINDALE ISD,VELMA PENNY EL,LINDALE,08/25/20,"https://tylerpaper.com/news/education/lindale-isd-closes-velma-penny-elementary-due-to-covid-19-cases/article_d40feb50-e70c-11ea-8777-8bcc19f6ed69.html
https://9e96d674-7d0e-4e3b-8409-512faad7b78e.filesusr.com/ugd/8f47a8_a49e470e82114ecb87aee575ec9e4a33.pdf
https://www.easttexasmatters.com/health/coronavirus/lindale-isd-closes-velma-penny-elementary-school-for-two-weeks-due-to-covid-19-outbreak/
https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/","The Lindale Independent School District has made the decision to close Velma Penny Elementary from Wednesday, August 26 until Tuesday, September 8 due to several confirmed COVID-19 cases at that campus.",Unconfirmed,,,,,,,,,,,
TEXAS,LIPAN ISD,,LIPAN,08/18/20,https://www.wfaa.com/article/news/education/covid-19-coronavirus-cases-dallas-fort-worth-schools/287-6f175d53-b031-4219-8501-7de74e8c3f30,Multiple cases in students and staff.,,,,,,,,,,,,
TEXAS,LONGVIEW ISD,BRAMLETTE STEAM ACADEMY,LONGVIEW,09/03/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
TEXAS,LONGVIEW ISD,EAST TEXAS MONTESSORI PREP ACADEMY,LONGVIEW,09/09/20,https://www.kltv.com/2020/08/12/daily-updates-covid-cases-across-east-texas-schools/,1 student tested positive for COVID,1,,,,,,,,,,,
